REFINED EPPLER 297 AIRFOIL
 1.00000     0.00000
 0.99176     0.00037
 0.97818     0.00129
 0.96422     0.00246
 0.95017     0.00377
 0.93612     0.00519
 0.92208     0.00670
 0.90804     0.00832
 0.89400     0.01002
 0.87996     0.01181
 0.86591     0.01367
 0.85187     0.01559
 0.83782     0.01756
 0.82377     0.01957
 0.80973     0.02163
 0.79567     0.02372
 0.78161     0.02582
 0.76755     0.02794
 0.75349     0.03004
 0.73945     0.03211
 0.72542     0.03413
 0.71141     0.03606
 0.69740     0.03791
 0.68339     0.03966
 0.66937     0.04130
 0.65534     0.04284
 0.64128     0.04428
 0.62720     0.04563
 0.61311     0.04689
 0.59901     0.04807
 0.58490     0.04917
 0.57078     0.05020
 0.55666     0.05114
 0.54253     0.05202
 0.52840     0.05282
 0.51426     0.05355
 0.50011     0.05420
 0.48597     0.05479
 0.47181     0.05530
 0.45766     0.05575
 0.44350     0.05613
 0.42935     0.05643
 0.41519     0.05667
 0.40103     0.05683
 0.38687     0.05692
 0.37272     0.05694
 0.35856     0.05688
 0.34441     0.05675
 0.33026     0.05655
 0.31611     0.05626
 0.30197     0.05589
 0.28784     0.05543
 0.27371     0.05488
 0.25959     0.05425
 0.24548     0.05351
 0.23138     0.05268
 0.21729     0.05174
 0.20322     0.05069
 0.18917     0.04952
 0.17514     0.04821
 0.16114     0.04677
 0.14717     0.04517
 0.13324     0.04340
 0.11935     0.04145
 0.10554     0.03929
 0.09181     0.03688
 0.07819     0.03419
 0.06472     0.03116
 0.05150     0.02774
 0.03863     0.02383
 0.02637     0.01933
 0.01587     0.01448
 0.00797     0.00970
 0.00327     0.00566
 0.00090     0.00258
 0.00001     0.00000
 0.00090    -0.00258
 0.00327    -0.00566
 0.00797    -0.00970
 0.01587    -0.01448
 0.02637    -0.01933
 0.03863    -0.02383
 0.05150    -0.02774
 0.06472    -0.03116
 0.07819    -0.03419
 0.09181    -0.03688
 0.10554    -0.03929
 0.11935    -0.04145
 0.13324    -0.04340
 0.14717    -0.04517
 0.16114    -0.04677
 0.17514    -0.04821
 0.18917    -0.04952
 0.20322    -0.05069
 0.21729    -0.05174
 0.23138    -0.05268
 0.24548    -0.05351
 0.25959    -0.05425
 0.27371    -0.05488
 0.28784    -0.05543
 0.30197    -0.05589
 0.31611    -0.05626
 0.33026    -0.05655
 0.34441    -0.05675
 0.35856    -0.05688
 0.37272    -0.05694
 0.38687    -0.05692
 0.40103    -0.05683
 0.41519    -0.05667
 0.42935    -0.05643
 0.44350    -0.05613
 0.45766    -0.05575
 0.47181    -0.05530
 0.48597    -0.05479
 0.50011    -0.05420
 0.51426    -0.05355
 0.52840    -0.05282
 0.54253    -0.05202
 0.55666    -0.05114
 0.57078    -0.05020
 0.58490    -0.04917
 0.59901    -0.04807
 0.61311    -0.04689
 0.62720    -0.04563
 0.64128    -0.04428
 0.65534    -0.04284
 0.66937    -0.04130
 0.68339    -0.03966
 0.69740    -0.03791
 0.71141    -0.03606
 0.72542    -0.03413
 0.73945    -0.03211
 0.75349    -0.03004
 0.76755    -0.02794
 0.78161    -0.02582
 0.79567    -0.02372
 0.80973    -0.02163
 0.82377    -0.01957
 0.83782    -0.01756
 0.85187    -0.01559
 0.86591    -0.01367
 0.87996    -0.01181
 0.89400    -0.01002
 0.90804    -0.00832
 0.92208    -0.00670
 0.93612    -0.00519
 0.95017    -0.00377
 0.96422    -0.00246
 0.97818    -0.00129
 0.99176    -0.00037
 1.00000     0.00000
