  
       XFOIL         Version 6.94
  
 Calculated polar for: P-51D TIP (BL215) AIRFOIL                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     5.000 e 6     Ncrit =   9.000
  
  alpha     CL        CD       CDp       CM    Top_Xtr Bot_Xtr
 ------- -------- --------- --------- -------- ------- -------
   0.000   0.1397   0.00794   0.00121  -0.0314  0.0323  0.0250
   0.455   0.1905   0.00796   0.00125  -0.0320  0.0347  0.0290
   0.909   0.2414   0.00798   0.00129  -0.0326  0.0386  0.0329
   1.364   0.2923   0.00798   0.00132  -0.0333  0.0433  0.0374
   1.818   0.3433   0.00797   0.00136  -0.0340  0.0487  0.0429
   2.273   0.3954   0.00772   0.00136  -0.0348  0.0850  0.0850
   2.727   0.4462   0.00767   0.00143  -0.0354  0.0914  0.1353
   3.182   0.4922   0.00648   0.00148  -0.0360  0.0780  0.6497
   3.636   0.5395   0.00688   0.00177  -0.0361  0.0367  0.6768
   4.091   0.5889   0.00715   0.00198  -0.0364  0.0216  0.6808
